k1_wang,k2_wang,kx,ky,zero_field_energy_meV,target_weight_raw,target_weight,target_probability,target_relative,active_weight,common_weight
0.45,0.05,0.0227513831556286,0.0023180324451773805,20.738712624094894,0.0002437757493985017,0.00023876450047840658,0.0007080303652759816,0.8911712136777736,0.0004976417220692207,0.0006196486654217548
0.475,0.05,0.024089699811842048,0.0023180324451773805,20.668950824097806,0.00024865902184843054,0.0002441296356379613,0.0007239400947339338,0.9111961922742803,0.0005013042423872997,0.0006194951511241948
0.5,0.05,0.025428016468055495,0.0023180324451773805,20.51202832381574,0.0002529991566975734,0.00024902911126414444,0.0007384689610868317,0.9294831303719526,0.0005037568295881607,0.0006192289588797039
0.525,0.05,0.026766333124268942,0.0023180324451773805,20.278860812813036,0.0002562708619989265,0.000253076299829672,0.0007504704621167154,0.9445889687134871,0.0005050107467431968,0.000618766671499128
0.55,0.05,0.028104649780482393,0.0023180324451773805,19.995331114875594,0.00025787664208858476,0.00025574730885558603,0.0007583910512012907,0.9545583165461785,0.0005050664023477127,0.0006181271029487822
0.575,0.05,0.029442966436695833,0.0023180324451773805,19.697647744203216,0.00025724967852171026,0.0002565397509619975,0.0007607409527693144,0.9575160493428259,0.0005039443323496684,0.0006175335622416353
0.6,0.05,0.03078128309290928,0.0023180324451773805,19.425758871580346,0.00025406074115757245,0.00025509477509485286,0.0007564560327373185,0.9521227815216957,0.0005016272289282719,0.0006174045031910871
0.625,0.05,0.032119599749122735,0.0023180324451773805,19.216205398471512,0.0002485403999119324,0.0002514267132096191,0.0007455787909729305,0.9384320060690668,0.0004979105538245436,0.0006182869754637273
0.65,0.05,0.033457916405336185,0.0023180324451773805,19.09636891368646,0.00024154400177563837,0.0002459733688284517,0.000729407486585397,0.9180777929384288,0.0004920137672787147,0.0006206382593727619
0.675,0.05,0.03479623306154962,0.0023180324451773805,19.081871797064373,0.00023435873862376103,0.00023954112716799918,0.0007103333679317933,0.8940699165760354,0.0004820994852962919,0.000624638085112078
0.7,0.05,0.03613454971776307,0.0023180324451773805,19.177476357505526,0.0002282486312454847,0.00023313286226764313,0.0006913303497733435,0.8701515317350047,0.00046453553327153904,0.0006300616495608845
0.725,0.05,0.037472866373976524,0.0023180324451773805,19.380135908745597,0.00022358556907926423,0.00022725175481426988,0.0006738905601475999,0.8482007239034778,0.00043393668119210126,0.0006358016502786611
0.75,0.05,0.03881118303018996,0.0023180324451773805,19.68225360458905,0.0002189595722067522,0.00022128484246924712,0.0006561963253733717,0.8259296555253554,0.0003989368485453234,0.000639347453115856
0.775,0.05,0.04014949968640341,0.0023180324451773805,20.073840571149134,0.00021107098923804266,0.0002138701811849813,0.0006342089473210336,0.7982549690352406,0.00037995205042957807,0.0006372586806060909
0.8,0.05,0.04148781634261686,0.0023180324451773805,20.54322926637026,0.0001960802210550378,0.00020318125785183394,0.0006025120984309712,0.7583593364741887,0.00036430985215873,0.000627857665021224
0.825,0.05,0.0428261329988303,0.0023180324451773805,21.076618956035343,0.00017236159771552069,0.00018831708369995394,0.0005584339937160989,0.702879882482046,0.00034120076770101354,0.0006135299218684866
0.85,0.05,0.04416444965504375,0.0023180324451773805,21.65695702656614,0.0001426639400844718,0.00017044774246460139,0.000505444390250101,0.6361838598973502,0.0003126951390680403,0.0006003864989235503
0.875,0.05,0.0455027663112572,0.0023180324451773805,22.26269607265921,0.00011367492681552908,0.0001524622086687137,0.000452110230282139,0.5690541569917317,0.00028621218930495235,0.0005940707525675837
0.9,0.05,0.04684108296747065,0.0023180324451773805,22.866960385145514,9.232093578404613e-5,0.0001374046575840905,0.0004074586871371324,0.5128529375968396,0.00026792884136337856,0.0005959311005747748
0.925,0.05,0.0481793996236841,0.0023180324451773805,23.437631506890106,8.186116648941948e-5,0.0001267258523996447,0.0003757918425253723,0.4729950702933552,0.00025937530464676176,0.0006028653854443561
0.95,0.05,0.04951771627989754,0.0023180324451773805,23.938765824341303,8.085714905815705e-5,0.0001200616522618226,0.00035602987603370305,0.4481214257058441,0.000255266757861386,0.0006106726406232911
0.975,0.05,0.05085603293611099,0.0023180324451773805,24.333531618385496,8.572805278361753e-5,0.00011640507159133077,0.0003451866805728956,0.43447350305610505,0.000257331247788301,0.0006168616460737457
0.0,0.075,-0.0020074749843201705,0.0034770486677660707,24.10570083609886,8.705848037866982e-5,0.00011879032693065936,0.0003522598979305741,0.44337629593956007,0.00026345920968275723,0.0006087848194380657
0.025,0.075,-0.0006691583281067232,0.0034770486677660707,24.259628199804034,9.647122269521456e-5,0.00011951507042313669,0.000354409046563147,0.4460813485604563,0.00027003186979676527,0.0006121970943533288
0.05,0.075,0.0006691583281067241,0.0034770486677660707,24.26472390691262,0.00010754581403283577,0.00012132612049753832,0.0003597795201601114,0.45284096185976114,0.00027755957852523095,0.0006144013931199914
0.075,0.075,0.0020074749843201705,0.0034770486677660707,24.117736964748715,0.000119295604075903,0.000123142590560673,0.0003651660661488877,0.45962080487465473,0.0002853381064566581,0.000615402788604427
0.1,0.075,0.0033457916405336186,0.0034770486677660707,23.83234129013087,0.00013100376375840153,0.00012462655464937598,0.00036956660154537904,0.46515959341036195,0.00029316323162491156,0.0006154848527590887
0.125,0.075,0.0046841082967470655,0.0034770486677660707,23.437631493126986,0.00014225991734876205,0.0001267258523996447,0.0003757918425253723,0.4729950702933552,0.00030116675171958513,0.0006150595712694814
0.15,0.075,0.006022424952960511,0.0034770486677660707,22.973108524357087,0.00015287058688028384,0.00013104742287486663,0.0003886069935047115,0.48912501925009244,0.00031483552771457084,0.0006144858768873187
0.175,0.075,0.007360741609173958,0.0034770486677660707,22.48210400627162,0.00016277050165890895,0.00013838083567924722,0.0004103534379560496,0.5164964516706797,0.0003420957962633905,0.0006139823988972474
0.2,0.075,0.008699058265387407,0.0034770486677660707,22.005831035486807,0.0001719709165403478,0.00014789899327387625,0.00043857850736534826,0.5520222858654033,0.00035259413926236956,0.0006136354838434893
0.225,0.075,0.010037374921600853,0.0034770486677660707,21.579224188354694,0.00018051385774319053,0.000158003243680483,0.0004685415717735632,0.5897356690530947,0.0003639518686473533,0.0006134375321271303
0.25,0.075,0.0113756915778143,0.0034770486677660707,21.228566613066278,0.00018843833090566954,0.0001678111859026521,0.0004976259662302514,0.6263431033923649,0.00037748729246914485,0.0006133347132712588
0.275,0.075,0.01271400823402775,0.0034770486677660707,20.970331175009676,0.00019579754379718133,0.00017739674385680725,0.0005260509041337333,0.6621205045498525,0.00039278579736329777,0.0006132786792696887
0.3,0.075,0.014052324890241193,0.0034770486677660707,20.81066931051882,0.0002026561058258973,0.00018683497760276679,0.0005540389679929843,0.69734802876517,0.000408520626096175,0.0006132440800557115
0.325,0.075,0.015390641546454644,0.0034770486677660707,20.745271776084465,0.00020905952645177694,0.00019573433091204192,0.0005804290400583914,0.7305642207605596,0.0004232077861201225,0.0006132126956214951
0.35,0.075,0.01672895820266809,0.0034770486677660707,20.759679978837724,0.00021506647069256414,0.00020377481235081914,0.0006042722202576483,0.7605747356737543,0.00043594389500848323,0.0006131775574006157
0.375,0.075,0.018067274858881537,0.0034770486677660707,20.83040910464762,0.0002207676619826292,0.00021093471802585573,0.0006255041480370302,0.7872985652943884,0.0004465127764881431,0.0006131503464571468
0.4,0.075,0.019405591515094987,0.0034770486677660707,20.927313821295606,0.00022624292855873655,0.0002174804753630846,0.0006449148851826271,0.8117301307028566,0.0004550586524884251,0.0006131378266601002
0.425,0.075,0.02074390817130843,0.0034770486677660707,21.017367423026325,0.00023153380396175507,0.0002236751204251958,0.0006632844367587346,0.8348511949617535,0.0004618169545285642,0.0006131224498355088
