local_band,global_band,weight,fraction_within_retained_zero_field_bands
1.0,361.0,0.0209772046811863,0.028513951687587236
2.0,362.0,0.05093143889671277,0.06923022443417573
3.0,363.0,0.029566842731699607,0.040189698199507455
4.0,364.0,0.3372235319107247,0.4583821173010625
5.0,365.0,0.11365205745714732,0.1544852769842317
6.0,366.0,0.1833310532334144,0.24919873139343546
