band_361_meV,band_362_meV,band_363_meV,band_364_meV,band_365_meV,band_366_meV
-84.7069734160598,-37.61160530155238,12.330552865284824,21.992401641122182,52.34935515080631,92.5863064949513
-83.83185137689377,-37.6587223949377,12.094611984002409,21.891266215090305,52.14313594715467,92.18745207577412
-82.95968146213598,-37.70395007902959,11.850563217794898,21.78738955902794,51.924388438494006,91.78570335902366
-82.09077261089485,-37.74700249793104,11.598492274035022,21.680889314762172,51.69338646416578,91.38026456584092
-81.22541512193847,-37.78759713792992,11.338491163283653,21.571884835201082,51.45047324799216,90.97048146840982
-80.3638841391498,-37.825455642798126,11.07065903198628,21.46049691952756,51.19605625900681,90.555854700496
-79.50644265373649,-37.86030465637032,10.795103054545805,21.346847564227474,50.93060147120596,90.13604544872231
-78.65334410989465,-37.89187669623694,10.511939380973445,21.231059732533648,50.65462718683735,89.71087386312594
-77.80483468357198,-37.91991106278995,10.221294136141662,21.11325714509367,50.368697587095454,89.28031109717367
-76.961155289861,-37.94415478842581,9.92330446585639,20.99356409493837,50.07341616711666,88.8444662894893
-76.12254336368143,-37.96436363160881,9.618119624752728,20.872105290380023,49.769419199482684,88.40356999940435
-75.28923444950014,-37.98030312166449,9.305902100649693,20.749005729242914,49.45736935426096,87.95795561285476
-74.46146362824348,-37.99174965983022,8.986828769883587,20.62439060847448,49.13794958412346,87.50804008557938
-73.63946680360301,-37.99849168302427,8.661092078001337,20.498385272829697,48.81185736305144,87.0543051405242
-72.82348186487009,-38.00033089709454,8.328901240375435,20.37111520662283,48.4797993463426,86.5972797437601
-72.0137497389135,-37.99708358663514,7.990483457336994,20.242706072258976,48.142486500051476,86.13752439296616
-71.2105153402786,-37.98858200902675,7.646085138820878,20.113283799268796,47.800629729854315,85.67561749778632
-70.41402842508136,-37.974675880662524,7.295973133645911,19.98297472717994,47.45493602330409,85.21214392717502
-69.62454435146256,-37.95523396350573,6.940435959299052,19.851905805336344,47.10610510555652,84.74768565083885
-68.84232474672946,-37.930145760557025,6.579785028012514,19.720204852224406,46.75482659744164,84.28281430489236
-68.06763807915635,-37.89932332856456,6.214355865743636,19.588000876522813,46.40177765571506,83.81808545814818
-67.30076013007705,-37.86270321621429,5.844509320667629,19.455424461322455,46.0476210685212,83.35403433420502
-66.54197436050154,-37.82024853559921,5.470632758036742,19.322608212308204,45.69300377432758,82.89117274630664
-65.79157216452002,-37.7719511736777,5.093141238241081,19.189687269861185,45.33855576952811,82.42998701834448
-65.04985300086486,-37.71783414899953,4.712478674380441,19.056799884127603,44.98488936812889,81.97093668992203
-64.31712439289826,-37.65795411698585,4.329118965127437,18.924088050967526,44.63259877679827,81.51445383121921
-63.59370178704524,-37.592404023870486,3.9435670971890535,18.791698205606092,44.28225994866161,81.06094282170794
-62.8799082595177,-37.5213159054865,3.556360209891038,18.65978196939411,43.934430680875835,80.61078047316289
-62.176074061925895,-37.44486382196308,3.16806861190394,18.52849694366856,43.58965092257381,80.16431640117762
-61.48253599773226,-37.36326691259343,2.7792967363704397,18.398007543090213,43.24844326216184,79.72187356992424
-60.79963662319316,-37.276792546912525,2.3906840166722243,18.26848585911771,42.911313565488555,79.28374895237079
-60.12772326979649,-37.18575953796997,2.002905658944393,18.14011254225393,42.578751739067336,78.8502142622776
-59.4671468883434,-37.0905413716236,1.6166732811158415,18.013077689851652,42.25123259552828,78.4215167260139
-58.81826071983311,-36.99156939160571,1.2327353798056024,17.887581723871033,41.92921680139402,77.99787987145835
-58.181418803311516,-36.88933586383735,0.8518775770259067,17.763836240969937,41.6131518901407,77.57950431843375
-57.556974337188,-36.7843968256389,0.4749225879443015,17.64206481461224,41.30347332659967,77.16656856073845
-56.94527791693734,-36.67737460557448,0.10272983916896257,17.522503726798604,41.00060561141899,76.75922973403819
-56.34667567913294,-36.568959879400914,-0.2638053458493583,17.40540260432858,40.70496341716908,76.35762436701987
-55.76150738856861,-36.459913106818014,-0.6237530901514156,17.291024932232308,40.416952750190724,75.96186911553042
-55.19010451165255,-36.3510651740042,-0.9761509437285218,17.179648414781404,40.1369721346785,75.57206148084524
-54.63278832520422,-36.24331705032023,-1.3200066197746256,17.071565152324844,39.86541381748348,75.18828051437661
-54.08986811400306,-36.137638254729524,-1.654301612936849,16.96708160047099,39.602664994159404,74.81058751175225
