k1,k2,band,energy_meV
0.125,0.025,70,20.505697138464114
0.125,0.025,71,20.830858274840438
0.125,0.025,72,21.026546674547035
0.125,0.025,73,21.38507311381356
0.125,0.025,74,21.694457469638564
0.125,0.025,75,21.86029892096488
0.125,0.025,76,22.28864965869215
0.125,0.025,77,22.857774549680137
0.125,0.025,78,22.923157752940714
0.125,0.025,79,25.331491751707546
0.125,0.025,80,31.463557725206257
0.125,0.025,81,33.066550189611945
0.125,0.025,82,35.86596180395975
0.125,0.025,83,36.390670192614344
0.125,0.025,84,38.00588843057238
0.125,0.025,85,39.888507663538185
0.125,0.025,86,40.43222980797513
0.125,0.025,87,42.23672541257193
0.125,0.025,88,42.436952634222486
0.125,0.025,89,43.79844076425978
0.125,0.025,90,45.265708972359754
0.125,0.025,91,45.45610867470512
0.125,0.025,92,46.993025637763445
0.125,0.025,93,47.48311499218466
0.125,0.025,94,47.842627452510115
0.125,0.025,95,49.72368726856596
0.125,0.025,96,50.529679643006816
0.125,0.025,97,50.90719437006797
0.125,0.025,98,51.16264735749492
0.125,0.025,99,52.88599350737661
0.125,0.025,100,53.28486842025598
0.125,0.025,101,53.57234153062162
0.125,0.025,102,54.512969129621105
0.125,0.025,103,56.79384160228586
0.125,0.025,104,59.09610414886614
0.125,0.025,105,61.58351949196448
0.125,0.025,106,64.17990932458406
0.125,0.025,107,65.49351897239568
0.125,0.025,108,67.02008005628494
0.125,0.025,109,69.4455974851524
0.125,0.025,110,70.3305046809863
0.125,0.025,111,72.88902867057459
0.125,0.025,112,74.35041622049732
0.125,0.025,113,76.99893821635533
0.125,0.025,114,79.59319404561116
0.125,0.025,115,82.66332231710119
0.125,0.025,116,86.25908866019911
0.125,0.025,117,91.27431600998057
0.125,0.025,118,96.79117223486966
0.15,0.025,1,-93.61425594544038
0.15,0.025,2,-86.28832725439356
0.15,0.025,3,-81.03695300542886
0.15,0.025,4,-78.58214320753679
0.15,0.025,5,-74.39425671196621
0.15,0.025,6,-71.23791215706073
0.15,0.025,7,-70.3089767806788
0.15,0.025,8,-66.10916795071823
0.15,0.025,9,-64.40520518270687
0.15,0.025,10,-62.6093259245924
0.15,0.025,11,-59.83169072280408
0.15,0.025,12,-57.485011990702546
0.15,0.025,13,-56.26628959580232
0.15,0.025,14,-53.42273649135656
0.15,0.025,15,-51.85428943249171
0.15,0.025,16,-50.89414349195168
0.15,0.025,17,-48.16944656750779
0.15,0.025,18,-47.604673610152204
0.15,0.025,19,-45.923555343249106
0.15,0.025,20,-44.07513747074755
0.15,0.025,21,-43.140057978458785
0.15,0.025,22,-42.08375034607725
0.15,0.025,23,-40.37848966119786
0.15,0.025,24,-39.86029258005054
0.15,0.025,25,-38.99372059948696
0.15,0.025,26,-37.69859382108881
0.15,0.025,27,-37.234611476681025
0.15,0.025,28,-36.829743747219666
0.15,0.025,29,-36.310587143485336
0.15,0.025,30,-35.91225302266507
0.15,0.025,31,-34.20587904915848
0.15,0.025,32,-34.09606845777895
0.15,0.025,33,-31.621363906192542
0.15,0.025,34,-30.873548282152655
0.15,0.025,35,-28.86048253820259
0.15,0.025,36,-26.230495972540353
0.15,0.025,37,-25.560807702717696
0.15,0.025,38,-21.194585704068686
0.15,0.025,39,-21.06464272084635
0.15,0.025,40,-14.96724188998617
0.15,0.025,41,-7.8089371416437245
0.15,0.025,42,-7.531261290855994
0.15,0.025,43,-5.919039647700316
0.15,0.025,44,-4.636348508420454
0.15,0.025,45,-4.454478545605056
0.15,0.025,46,-3.545333425332558
0.15,0.025,47,-2.861482379440659
0.15,0.025,48,-2.191632782385284
0.15,0.025,49,-1.2373031958110232
0.15,0.025,50,-0.3190486962775907
0.15,0.025,51,0.8600260077528361
0.15,0.025,52,2.026914603908608
0.15,0.025,53,3.3672209837580027
0.15,0.025,54,4.748169843524948
0.15,0.025,55,6.280873130665938
0.15,0.025,56,7.907346020242429
0.15,0.025,57,9.620581490414452
0.15,0.025,58,11.40958154224434
0.15,0.025,59,13.271834079945052
0.15,0.025,60,15.179021146290651
0.15,0.025,61,16.94466910948735
0.15,0.025,62,16.972341482658337
0.15,0.025,63,17.044174013028815
0.15,0.025,64,18.428375015954956
0.15,0.025,65,18.698164737411826
0.15,0.025,66,18.75606539522514
0.15,0.025,67,19.398703459218794
0.15,0.025,68,19.64699220395748
0.15,0.025,69,20.11245038813159
0.15,0.025,70,20.486155821801646
0.15,0.025,71,20.811968789008944
0.15,0.025,72,21.09133697254957
0.15,0.025,73,21.32461631072502
0.15,0.025,74,21.74254145990473
0.15,0.025,75,21.833993145939075
0.15,0.025,76,22.28936030009241
0.15,0.025,77,22.857240083921425
0.15,0.025,78,22.923639626280618
0.15,0.025,79,25.331551185633714
0.15,0.025,80,31.463545919001533
0.15,0.025,81,33.06632113523404
0.15,0.025,82,35.865425130884496
0.15,0.025,83,36.390069816323454
0.15,0.025,84,38.00971714921452
0.15,0.025,85,39.878463777417075
0.15,0.025,86,40.442838604798006
0.15,0.025,87,42.23712202490786
0.15,0.025,88,42.44667764704381
0.15,0.025,89,43.740173327927224
0.15,0.025,90,45.276704569969965
0.15,0.025,91,45.617467836409226
0.15,0.025,92,46.84616158536916
0.15,0.025,93,47.07328023727078
0.15,0.025,94,48.661952891853474
0.15,0.025,95,49.333367859315025
0.15,0.025,96,50.10541555521902
0.15,0.025,97,50.98757263394329
0.15,0.025,98,51.83050793305327
0.15,0.025,99,52.53205804314378
0.15,0.025,100,53.14369982441413
0.15,0.025,101,53.67519388953317
0.15,0.025,102,54.584687308221596
0.15,0.025,103,56.795138803512735
0.15,0.025,104,59.0993871297192
0.15,0.025,105,61.56681849001054
0.15,0.025,106,64.15101753414356
0.15,0.025,107,65.69753071642874
0.15,0.025,108,66.78726945780295
0.15,0.025,109,69.30975223554698
0.15,0.025,110,70.75460662645101
0.15,0.025,111,72.44499280258495
0.15,0.025,112,74.70522048323105
0.15,0.025,113,76.80303396349103
0.15,0.025,114,79.68124356309826
0.15,0.025,115,82.63225903109706
0.15,0.025,116,86.2667722913159
0.15,0.025,117,91.27354473819011
0.15,0.025,118,96.7913071054323
0.175,0.025,1,-93.60970800315745
0.175,0.025,2,-86.28354424758344
0.175,0.025,3,-81.21448750593281
0.175,0.025,4,-78.17362354525632
0.175,0.025,5,-74.86510415932842
0.175,0.025,6,-71.39882643778863
0.175,0.025,7,-69.2688962662567
0.175,0.025,8,-67.47011975849132
0.175,0.025,9,-63.08122791165481
0.175,0.025,10,-62.69864471742558
0.175,0.025,11,-60.76989677492385
0.175,0.025,12,-57.18189515150682
0.175,0.025,13,-55.55593740246577
0.175,0.025,14,-54.41705760299895
0.175,0.025,15,-51.43975733902495
0.175,0.025,16,-50.59627284735974
0.175,0.025,17,-49.0224912254276
0.175,0.025,18,-47.00760874432608
0.175,0.025,19,-45.393081228762625
0.175,0.025,20,-45.07481963980196
0.175,0.025,21,-42.68695746380568
0.175,0.025,22,-41.593270202650885
0.175,0.025,23,-41.32970553049596
0.175,0.025,24,-39.39625313966347
0.175,0.025,25,-38.733815995324576
0.175,0.025,26,-38.25454999381462
0.175,0.025,27,-36.87106064027444
0.175,0.025,28,-36.74224426047335
0.175,0.025,29,-36.54550812817938
0.175,0.025,30,-35.88240185034668
0.175,0.025,31,-34.20331589205401
0.175,0.025,32,-34.095845306219466
0.175,0.025,33,-31.619711422472292
0.175,0.025,34,-30.874464797858735
0.175,0.025,35,-28.86128333391197
0.175,0.025,36,-26.230513781411005
0.175,0.025,37,-25.560440983752457
0.175,0.025,38,-21.194729356723926
0.175,0.025,39,-21.064470679006618
0.175,0.025,40,-14.967275408304005
0.175,0.025,41,-7.807588037268701
0.175,0.025,42,-7.533745166609776
0.175,0.025,43,-5.908784658574376
0.175,0.025,44,-4.76904402155192
0.175,0.025,45,-4.2463695651021
0.175,0.025,46,-3.6821527346939433
0.175,0.025,47,-2.8008258248307527
0.175,0.025,48,-2.1768487656367768
0.175,0.025,49,-1.2866603428156367
0.175,0.025,50,-0.27711966352728723
0.175,0.025,51,0.83428265225308
0.175,0.025,52,2.043925839414314
0.175,0.025,53,3.355379591700995
0.175,0.025,54,4.7552901997988215
0.175,0.025,55,6.277946208076443
0.175,0.025,56,7.908060983129587
0.175,0.025,57,9.620521580296256
0.175,0.025,58,11.409619034791604
0.175,0.025,59,13.27175728680244
0.175,0.025,60,15.179064345283052
0.175,0.025,61,16.946563159336677
0.175,0.025,62,16.972215583001258
0.175,0.025,63,17.04196608793862
0.175,0.025,64,18.43264070310954
0.175,0.025,65,18.69796207905554
0.175,0.025,66,18.751046858181752
0.175,0.025,67,19.3967189061497
0.175,0.025,68,19.656256550265184
0.175,0.025,69,20.094878309289882
0.175,0.025,70,20.505697138464242
0.175,0.025,71,20.830858274840537
0.175,0.025,72,21.026546674547234
0.175,0.025,73,21.38507311381386
0.175,0.025,74,21.694457469638934
0.175,0.025,75,21.860298920964965
0.175,0.025,76,22.288649658692123
0.175,0.025,77,22.85777454968052
0.175,0.025,78,22.923157752940632
0.175,0.025,79,25.33149175170773
0.175,0.025,80,31.46355772520579
0.175,0.025,81,33.066550189612244
0.175,0.025,82,35.865961803960005
0.175,0.025,83,36.39067019261474
0.175,0.025,84,38.00588843057228
0.175,0.025,85,39.88850766353762
0.175,0.025,86,40.43222980797477
0.175,0.025,87,42.236725412571914
0.175,0.025,88,42.436952634222045
0.175,0.025,89,43.798440764259894
0.175,0.025,90,45.26570897235904
0.175,0.025,91,45.45610867470443
0.175,0.025,92,46.993025637762585
0.175,0.025,93,47.48311499218413
0.175,0.025,94,47.8426274525097
0.175,0.025,95,49.723687268565506
0.175,0.025,96,50.52967964300641
0.175,0.025,97,50.90719437006796
0.175,0.025,98,51.16264735749478
0.175,0.025,99,52.8859935073766
0.175,0.025,100,53.28486842025595
0.175,0.025,101,53.57234153062244
0.175,0.025,102,54.512969129621275
0.175,0.025,103,56.79384160228553
0.175,0.025,104,59.0961041488655
0.175,0.025,105,61.58351949196572
0.175,0.025,106,64.1799093245838
0.175,0.025,107,65.49351897239484
0.175,0.025,108,67.02008005628531
0.175,0.025,109,69.44559748515249
0.175,0.025,110,70.3305046809869
0.175,0.025,111,72.88902867057442
0.175,0.025,112,74.35041622049721
0.175,0.025,113,76.99893821635496
0.175,0.025,114,79.59319404561015
0.175,0.025,115,82.66332231709993
0.175,0.025,116,86.25908866019819
0.175,0.025,117,91.27431600998047
0.175,0.025,118,96.79117223486939
0.2,0.025,1,-93.61425594543955
0.2,0.025,2,-86.2883272543926
0.2,0.025,3,-81.03695300542854
0.2,0.025,4,-78.58214320753653
0.2,0.025,5,-74.39425671196487
0.2,0.025,6,-71.23791215706036
0.2,0.025,7,-70.30897678067724
0.2,0.025,8,-66.10916795071786
0.2,0.025,9,-64.40520518270667
0.2,0.025,10,-62.609325924592
0.2,0.025,11,-59.83169072280462
0.2,0.025,12,-57.485011990703086
0.2,0.025,13,-56.26628959580539
0.2,0.025,14,-53.42273649135721
0.2,0.025,15,-51.854289432491655
0.2,0.025,16,-50.89414349195148
0.2,0.025,17,-48.169446567507705
0.2,0.025,18,-47.60467361015172
0.2,0.025,19,-45.92355534324925
0.2,0.025,20,-44.075137470747805
0.2,0.025,21,-43.14005797845884
0.2,0.025,22,-42.083750346076684
0.2,0.025,23,-40.37848966119809
0.2,0.025,24,-39.860292580050654
0.2,0.025,25,-38.99372059948628
0.2,0.025,26,-37.69859382108889
0.2,0.025,27,-37.23461147668054
0.2,0.025,28,-36.82974374721944
0.2,0.025,29,-36.31058714348573
0.2,0.025,30,-35.91225302266527
0.2,0.025,31,-34.205879049158696
0.2,0.025,32,-34.09606845777896
0.2,0.025,33,-31.621363906192656
0.2,0.025,34,-30.873548282152967
0.2,0.025,35,-28.86048253820279
0.2,0.025,36,-26.230495972540226
0.2,0.025,37,-25.560807702717682
0.2,0.025,38,-21.194585704068658
0.2,0.025,39,-21.06464272084621
0.2,0.025,40,-14.967241889985843
0.2,0.025,41,-7.808937141643696
0.2,0.025,42,-7.531261290855994
0.2,0.025,43,-5.919039647700359
0.2,0.025,44,-4.6363485084204115
0.2,0.025,45,-4.4544785456051414
0.2,0.025,46,-3.545333425332572
0.2,0.025,47,-2.861482379440659
0.2,0.025,48,-2.191632782385284
0.2,0.025,49,-1.2373031958109948
0.2,0.025,50,-0.3190486962775765
0.2,0.025,51,0.8600260077528503
0.2,0.025,52,2.026914603908608
0.2,0.025,53,3.3672209837579743
0.2,0.025,54,4.748169843524977
0.2,0.025,55,6.280873130665924
0.2,0.025,56,7.907346020242414
0.2,0.025,57,9.620581490414494
0.2,0.025,58,11.40958154224441
0.2,0.025,59,13.271834079945236
0.2,0.025,60,15.179021146290708
0.2,0.025,61,16.94466910948744
0.2,0.025,62,16.97234148265899
0.2,0.025,63,17.044174013029323
0.2,0.025,64,18.428375015955254
0.2,0.025,65,18.698164737411922
0.2,0.025,66,18.756065395225335
0.2,0.025,67,19.398703459219163
0.2,0.025,68,19.64699220395768
0.2,0.025,69,20.11245038813165
0.2,0.025,70,20.48615582180173
0.2,0.025,71,20.811968789008603
0.2,0.025,72,21.091336972549414
0.2,0.025,73,21.324616310724792
0.2,0.025,74,21.74254145990463
0.2,0.025,75,21.833993145939118
0.2,0.025,76,22.28936030009264
0.2,0.025,77,22.857240083921248
0.2,0.025,78,22.923639626280483
0.2,0.025,79,25.331551185633188
0.2,0.025,80,31.463545919001263
0.2,0.025,81,33.06632113523377
0.2,0.025,82,35.865425130885065
0.2,0.025,83,36.390069816322764
0.2,0.025,84,38.0097171492146
0.2,0.025,85,39.87846377741828
0.2,0.025,86,40.442838604798986
0.2,0.025,87,42.23712202490753
0.2,0.025,88,42.44667764704367
0.2,0.025,89,43.74017332792682
0.2,0.025,90,45.276704569970306
0.2,0.025,91,45.61746783641003
0.2,0.025,92,46.84616158536772
0.2,0.025,93,47.073280237269685
0.2,0.025,94,48.66195289185331
0.2,0.025,95,49.33336785931598
0.2,0.025,96,50.1054155552189
0.2,0.025,97,50.98757263394517
0.2,0.025,98,51.830507933053084
0.2,0.025,99,52.53205804314229
0.2,0.025,100,53.14369982441386
0.2,0.025,101,53.67519388953358
0.2,0.025,102,54.584687308221355
0.2,0.025,103,56.79513880351316
0.2,0.025,104,59.09938712971924
0.2,0.025,105,61.5668184900121
0.2,0.025,106,64.1510175341422
0.2,0.025,107,65.69753071642792
0.2,0.025,108,66.78726945780068
0.2,0.025,109,69.30975223554817
0.2,0.025,110,70.75460662645119
0.2,0.025,111,72.44499280258563
0.2,0.025,112,74.70522048323029
0.2,0.025,113,76.80303396348897
0.2,0.025,114,79.6812435630977
0.2,0.025,115,82.63225903109634
0.2,0.025,116,86.26677229131676
0.2,0.025,117,91.27354473818778
0.2,0.025,118,96.79130710543183
0.225,0.025,1,-93.6097080031577
0.225,0.025,2,-86.28354424758341
0.225,0.025,3,-81.21448750593338
0.225,0.025,4,-78.17362354525572
0.225,0.025,5,-74.86510415932831
0.225,0.025,6,-71.39882643778931
0.225,0.025,7,-69.26889626625713
0.225,0.025,8,-67.47011975849135
0.225,0.025,9,-63.081227911653954
0.225,0.025,10,-62.69864471742598
0.225,0.025,11,-60.76989677492368
0.225,0.025,12,-57.18189515150645
0.225,0.025,13,-55.55593740246623
0.225,0.025,14,-54.417057602998526
0.225,0.025,15,-51.439757339025746
0.225,0.025,16,-50.59627284735926
0.225,0.025,17,-49.022491225426606
0.225,0.025,18,-47.00760874432582
0.225,0.025,19,-45.39308122876416
0.225,0.025,20,-45.07481963980162
0.225,0.025,21,-42.686957463806394
0.225,0.025,22,-41.59327020265131
0.225,0.025,23,-41.32970553049579
0.225,0.025,24,-39.396253139664495
0.225,0.025,25,-38.73381599532543
0.225,0.025,26,-38.25454999381488
0.225,0.025,27,-36.871060640275616
0.225,0.025,28,-36.74224426047408
0.225,0.025,29,-36.54550812817929
0.225,0.025,30,-35.88240185034711
0.225,0.025,31,-34.203315892053574
0.225,0.025,32,-34.09584530621952
0.225,0.025,33,-31.619711422472264
0.225,0.025,34,-30.87446479785814
0.225,0.025,35,-28.86128333391217
0.225,0.025,36,-26.23051378141092
0.225,0.025,37,-25.560440983752756
0.225,0.025,38,-21.19472935672333
0.225,0.025,39,-21.064470679006746
0.225,0.025,40,-14.96727540830355
0.225,0.025,41,-7.807588037268573
0.225,0.025,42,-7.5337451666097905
0.225,0.025,43,-5.908784658574348
0.225,0.025,44,-4.769044021551878
0.225,0.025,45,-4.246369565102114
0.225,0.025,46,-3.6821527346939433
0.225,0.025,47,-2.8008258248308238
0.225,0.025,48,-2.1768487656368194
0.225,0.025,49,-1.286660342815594
0.225,0.025,50,-0.277119663527273
0.225,0.025,51,0.8342826522531226
0.225,0.025,52,2.0439258394142286
0.225,0.025,53,3.3553795917010802
0.225,0.025,54,4.755290199798878
0.225,0.025,55,6.277946208076358
0.225,0.025,56,7.908060983129516
0.225,0.025,57,9.620521580296298
0.225,0.025,58,11.409619034791532
0.225,0.025,59,13.271757286802497
0.225,0.025,60,15.179064345282967
0.225,0.025,61,16.94656315933669
0.225,0.025,62,16.9722155830008
0.225,0.025,63,17.0419660879384
0.225,0.025,64,18.432640703109513
0.225,0.025,65,18.697962079055447
0.225,0.025,66,18.751046858181844
0.225,0.025,67,19.39671890614943
0.225,0.025,68,19.65625655026534
0.225,0.025,69,20.09487830928974
0.225,0.025,70,20.505697138464157
0.225,0.025,71,20.830858274840452
0.225,0.025,72,21.02654667454709
0.225,0.025,73,21.38507311381342
0.225,0.025,74,21.694457469638678
0.225,0.025,75,21.860298920964723
0.225,0.025,76,22.28864965869225
0.225,0.025,77,22.857774549680325
0.225,0.025,78,22.923157752940533
0.225,0.025,79,25.33149175170766
0.225,0.025,80,31.4635577252062
0.225,0.025,81,33.06655018961223
0.225,0.025,82,35.86596180395928
0.225,0.025,83,36.39067019261416
0.225,0.025,84,38.005888430571915
0.225,0.025,85,39.8885076635376
0.225,0.025,86,40.432229807975176
0.225,0.025,87,42.236725412571616
0.225,0.025,88,42.43695263422285
0.225,0.025,89,43.79844076425918
0.225,0.025,90,45.26570897235978
0.225,0.025,91,45.456108674704716
0.225,0.025,92,46.99302563776324
0.225,0.025,93,47.48311499218464
0.225,0.025,94,47.842627452510214
0.225,0.025,95,49.72368726856579
0.225,0.025,96,50.5296796430064
0.225,0.025,97,50.9071943700684
0.225,0.025,98,51.16264735749496
0.225,0.025,99,52.8859935073776
0.225,0.025,100,53.284868420255606
0.225,0.025,101,53.57234153062175
0.225,0.025,102,54.512969129621155
0.225,0.025,103,56.79384160228497
0.225,0.025,104,59.09610414886588
0.225,0.025,105,61.583519491964914
0.225,0.025,106,64.17990932458378
0.225,0.025,107,65.49351897239632
0.225,0.025,108,67.02008005628507
0.225,0.025,109,69.44559748515232
0.225,0.025,110,70.33050468098679
0.225,0.025,111,72.88902867057489
0.225,0.025,112,74.35041622049847
0.225,0.025,113,76.99893821635536
0.225,0.025,114,79.59319404561028
0.225,0.025,115,82.66332231710057
0.225,0.025,116,86.25908866019857
0.225,0.025,117,91.27431600997987
0.225,0.025,118,96.79117223486953
0.25,0.025,1,-93.61425594544072
0.25,0.025,2,-86.28832725439337
0.25,0.025,3,-81.03695300542866
0.25,0.025,4,-78.5821432075373
0.25,0.025,5,-74.39425671196635
0.25,0.025,6,-71.23791215705988
0.25,0.025,7,-70.30897678067801
0.25,0.025,8,-66.10916795071786
0.25,0.025,9,-64.40520518270678
0.25,0.025,10,-62.60932592459257
0.25,0.025,11,-59.83169072280417
0.25,0.025,12,-57.485011990702205
0.25,0.025,13,-56.266289595803485
0.25,0.025,14,-53.42273649135616
0.25,0.025,15,-51.85428943249205
0.25,0.025,16,-50.89414349195191
0.25,0.025,17,-48.16944656750785
0.25,0.025,18,-47.604673610151806
0.25,0.025,19,-45.92355534324899
0.25,0.025,20,-44.07513747074715
0.25,0.025,21,-43.1400579784587
0.25,0.025,22,-42.08375034607677
0.25,0.025,23,-40.37848966119766
0.25,0.025,24,-39.86029258005054
0.25,0.025,25,-38.99372059948682
0.25,0.025,26,-37.69859382108838
0.25,0.025,27,-37.23461147668009
0.25,0.025,28,-36.82974374721944
0.25,0.025,29,-36.31058714348633
0.25,0.025,30,-35.91225302266476
0.25,0.025,31,-34.20587904915813
0.25,0.025,32,-34.09606845777901
0.25,0.025,33,-31.62136390619223
0.25,0.025,34,-30.873548282152555
0.25,0.025,35,-28.86048253820279
0.25,0.025,36,-26.230495972540496
0.25,0.025,37,-25.560807702717753
0.25,0.025,38,-21.1945857040687
0.25,0.025,39,-21.064642720846223
0.25,0.025,40,-14.967241889986283
0.25,0.025,41,-7.808937141643796
0.25,0.025,42,-7.531261290856079
0.25,0.025,43,-5.919039647700345
0.25,0.025,44,-4.636348508420454
0.25,0.025,45,-4.454478545605056
0.25,0.025,46,-3.5453334253325437
0.25,0.025,47,-2.8614823794406306
0.25,0.025,48,-2.1916327823852697
0.25,0.025,49,-1.237303195811009
0.25,0.025,50,-0.3190486962775765
0.25,0.025,51,0.8600260077528361
0.25,0.025,52,2.026914603908608
0.25,0.025,53,3.3672209837579175
0.25,0.025,54,4.748169843524849
0.25,0.025,55,6.28087313066591
0.25,0.025,56,7.907346020242471
0.25,0.025,57,9.620581490414366
0.25,0.025,58,11.40958154224441
0.25,0.025,59,13.271834079945108
0.25,0.025,60,15.179021146290623
0.25,0.025,61,16.94466910948744
0.25,0.025,62,16.97234148265883
0.25,0.025,63,17.04417401302919
0.25,0.025,64,18.428375015954984
0.25,0.025,65,18.698164737411695
0.25,0.025,66,18.756065395225306
0.25,0.025,67,19.398703459218837
0.25,0.025,68,19.64699220395734
0.25,0.025,69,20.112450388131677
0.25,0.025,70,20.486155821801518
0.25,0.025,71,20.811968789009157
0.25,0.025,72,21.091336972549655
0.25,0.025,73,21.324616310725105
0.25,0.025,74,21.7425414599045
0.25,0.025,75,21.833993145939132
0.25,0.025,76,22.28936030009268
0.25,0.025,77,22.857240083921536
0.25,0.025,78,22.92363962628084
0.25,0.025,79,25.331551185633785
0.25,0.025,80,31.463545919001547
0.25,0.025,81,33.06632113523399
0.25,0.025,82,35.865425130884546
0.25,0.025,83,36.39006981632323
0.25,0.025,84,38.00971714921402
0.25,0.025,85,39.878463777417196
0.25,0.025,86,40.442838604797984
0.25,0.025,87,42.2371220249073
0.25,0.025,88,42.446677647043224
0.25,0.025,89,43.740173327927366
0.25,0.025,90,45.27670456997059
0.25,0.025,91,45.61746783640954
0.25,0.025,92,46.84616158536871
0.25,0.025,93,47.07328023727053
0.25,0.025,94,48.6619528918537
0.25,0.025,95,49.33336785931587
0.25,0.025,96,50.10541555521892
0.25,0.025,97,50.98757263394379
0.25,0.025,98,51.83050793305303
0.25,0.025,99,52.53205804314309
0.25,0.025,100,53.14369982441445
0.25,0.025,101,53.675193889533894
0.25,0.025,102,54.5846873082209
0.25,0.025,103,56.79513880351218
0.25,0.025,104,59.09938712971958
0.25,0.025,105,61.566818490010874
0.25,0.025,106,64.1510175341437
0.25,0.025,107,65.69753071642837
0.25,0.025,108,66.78726945780207
0.25,0.025,109,69.30975223554704
0.25,0.025,110,70.75460662645183
0.25,0.025,111,72.44499280258547
0.25,0.025,112,74.70522048322938
0.25,0.025,113,76.80303396348992
0.25,0.025,114,79.68124356309835
0.25,0.025,115,82.63225903109661
0.25,0.025,116,86.26677229131603
0.25,0.025,117,91.27354473818951
0.25,0.025,118,96.7913071054321
0.275,0.025,1,-93.60970800315759
0.275,0.025,2,-86.28354424758241
0.275,0.025,3,-81.2144875059327
0.275,0.025,4,-78.1736235452557
0.275,0.025,5,-74.86510415932831
0.275,0.025,6,-71.39882643778834
0.275,0.025,7,-69.26889626625639
0.275,0.025,8,-67.47011975849192
0.275,0.025,9,-63.08122791165461
0.275,0.025,10,-62.69864471742558
0.275,0.025,11,-60.769896774923936
0.275,0.025,12,-57.18189515150782
0.275,0.025,13,-55.55593740246506
0.275,0.025,14,-54.417057602998725
0.275,0.025,15,-51.439757339024325
0.275,0.025,16,-50.596272847359685
0.275,0.025,17,-49.02249122542641
0.275,0.025,18,-47.007608744326305
0.275,0.025,19,-45.39308122876285
0.275,0.025,20,-45.07481963980179
0.275,0.025,21,-42.68695746380543
0.275,0.025,22,-41.59327020265151
0.275,0.025,23,-41.3297055304957
0.275,0.025,24,-39.39625313966401
0.275,0.025,25,-38.73381599532554
0.275,0.025,26,-38.254549993815274
0.275,0.025,27,-36.87106064027422
0.275,0.025,28,-36.74224426047298
0.275,0.025,29,-36.54550812818012
0.275,0.025,30,-35.882401850347165
0.275,0.025,31,-34.20331589205359
0.275,0.025,32,-34.095845306219104
0.275,0.025,33,-31.61971142247181
0.275,0.025,34,-30.874464797858423
0.275,0.025,35,-28.86128333391224
0.275,0.025,36,-26.230513781411332
0.275,0.025,37,-25.5604409837527
0.275,0.025,38,-21.194729356723897
0.275,0.025,39,-21.064470679006803
0.275,0.025,40,-14.967275408304062
0.275,0.025,41,-7.807588037268388
0.275,0.025,42,-7.533745166609933
0.275,0.025,43,-5.908784658574305
0.275,0.025,44,-4.7690440215518635
0.275,0.025,45,-4.246369565102228
0.275,0.025,46,-3.6821527346939575
0.275,0.025,47,-2.800825824830852
0.275,0.025,48,-2.176848765636734
0.275,0.025,49,-1.2866603428156225
0.275,0.025,50,-0.27711966352728723
0.275,0.025,51,0.8342826522531226
0.275,0.025,52,2.043925839414271
0.275,0.025,53,3.355379591701066
0.275,0.025,54,4.755290199798921
0.275,0.025,55,6.277946208076358
0.275,0.025,56,7.908060983129516
0.275,0.025,57,9.620521580296298
0.275,0.025,58,11.409619034791632
0.275,0.025,59,13.27175728680254
0.275,0.025,60,15.179064345283138
0.275,0.025,61,16.94656315933666
0.275,0.025,62,16.972215583001002
0.275,0.025,63,17.041966087938608
0.275,0.025,64,18.43264070310967
0.275,0.025,65,18.697962079055454
0.275,0.025,66,18.751046858181706
0.275,0.025,67,19.39671890614939
0.275,0.025,68,19.65625655026524
0.275,0.025,69,20.094878309289598
0.275,0.025,70,20.5056971384641
0.275,0.025,71,20.830858274840637
0.275,0.025,72,21.026546674547134
0.275,0.025,73,21.385073113813604
0.275,0.025,74,21.694457469638735
0.275,0.025,75,21.860298920964823
0.275,0.025,76,22.28864965869201
0.275,0.025,77,22.85777454968043
0.275,0.025,78,22.923157752940696
0.275,0.025,79,25.331491751707745
0.275,0.025,80,31.46355772520566
0.275,0.025,81,33.06655018961217
0.275,0.025,82,35.86596180396
0.275,0.025,83,36.390670192614685
0.275,0.025,84,38.00588843057195
0.275,0.025,85,39.88850766353804
0.275,0.025,86,40.43222980797428
0.275,0.025,87,42.236725412571495
0.275,0.025,88,42.43695263422209
0.275,0.025,89,43.798440764260214
0.275,0.025,90,45.26570897235956
0.275,0.025,91,45.456108674705284
0.275,0.025,92,46.99302563776269
0.275,0.025,93,47.48311499218389
0.275,0.025,94,47.84262745251005
0.275,0.025,95,49.72368726856544
0.275,0.025,96,50.529679643006205
0.275,0.025,97,50.90719437006797
0.275,0.025,98,51.16264735749599
0.275,0.025,99,52.88599350737802
0.275,0.025,100,53.28486842025582
0.275,0.025,101,53.57234153062235
0.275,0.025,102,54.512969129620686
0.275,0.025,103,56.79384160228479
0.275,0.025,104,59.09610414886674
0.275,0.025,105,61.583519491965674
0.275,0.025,106,64.17990932458329
0.275,0.025,107,65.49351897239657
0.275,0.025,108,67.02008005628636
0.275,0.025,109,69.4455974851527
0.275,0.025,110,70.33050468098735
0.275,0.025,111,72.88902867057429
0.275,0.025,112,74.35041622049768
0.275,0.025,113,76.99893821635601
0.275,0.025,114,79.59319404560996
0.275,0.025,115,82.66332231709994
0.275,0.025,116,86.25908866019881
0.275,0.025,117,91.27431600998003
0.275,0.025,118,96.79117223486925
0.3,0.025,1,-93.6142559454399
