k1,k2,band,energy_meV
0.475,0.0,44,-4.690596637365587
0.475,0.0,45,-4.43831936476478
0.475,0.0,46,-3.4881335345093305
0.475,0.0,47,-2.9822293117453142
0.475,0.0,48,-2.1157149018257826
0.475,0.0,49,-1.3102308379983896
0.475,0.0,50,-0.27459971109752246
0.475,0.0,51,0.7898150189379152
0.475,0.0,52,2.054439195652364
0.475,0.0,53,3.3355460435385993
0.475,0.0,54,4.753007285984353
0.475,0.0,55,6.275359409774595
0.475,0.0,56,7.912864735818317
0.475,0.0,57,9.62147225929202
0.475,0.0,58,11.40340115526891
0.475,0.0,59,13.273734976566985
0.475,0.0,60,15.168699742644648
0.475,0.0,61,16.94401170167885
0.475,0.0,62,16.977146257023755
0.475,0.0,63,17.045293129639912
0.475,0.0,64,18.447143015169203
0.475,0.0,65,18.729346629578192
0.475,0.0,66,18.78831656244696
0.475,0.0,67,19.46179103565902
0.475,0.0,68,19.70966011999208
0.475,0.0,69,20.061457447930238
0.475,0.0,70,20.47530597277992
0.475,0.0,71,20.816418691789053
0.475,0.0,72,21.05312302413165
0.475,0.0,73,21.323030459564393
0.475,0.0,74,21.7558387286561
0.475,0.0,75,21.77878832894672
0.475,0.0,76,22.288261774843335
0.475,0.0,77,22.8950749626985
0.475,0.0,78,22.924421063497597
0.475,0.0,79,25.331840383718003
0.475,0.0,80,31.46213409840834
0.475,0.0,81,33.071114454021874
0.475,0.0,82,35.87435545360536
0.475,0.0,83,36.37915829800539
0.475,0.0,84,37.967048051463316
0.475,0.0,85,39.86435283750737
0.475,0.0,86,40.423378932309895
0.475,0.0,87,42.14378526413612
0.475,0.0,88,42.46299894727835
0.475,0.0,89,43.807905911385106
0.475,0.0,90,44.92612984629969
0.475,0.0,91,45.63564375174239
0.475,0.0,92,46.87829874989781
0.475,0.0,93,47.213287717724285
0.475,0.0,94,48.25031137929014
0.475,0.0,95,49.36265804780824
0.475,0.0,96,50.36242875366719
0.475,0.0,97,51.23854681506896
0.475,0.0,98,51.513621231855886
0.475,0.0,99,52.45781389579141
0.475,0.0,100,53.348249948416296
0.475,0.0,101,53.72730960530784
0.475,0.0,102,54.49080569918194
0.475,0.0,103,56.78509083949405
0.475,0.0,104,59.086295176286434
0.475,0.0,105,61.49811712809285
0.475,0.0,106,64.21132588791667
0.475,0.0,107,65.58024398375544
0.475,0.0,108,67.14082978554606
0.475,0.0,109,69.05177832949819
0.475,0.0,110,70.9151191657929
0.475,0.0,111,72.46844106390549
0.475,0.0,112,74.59245498624142
0.475,0.0,113,76.99937234497355
0.475,0.0,114,79.53257223395266
0.475,0.0,115,82.6444094548849
0.475,0.0,116,86.08206918848691
0.475,0.0,117,90.8866009259212
0.475,0.0,118,95.85385776680575
0.5,0.0,1,-93.58041256800203
0.5,0.0,2,-86.45008130008759
0.5,0.0,3,-81.5496307227296
0.5,0.0,4,-77.40084250205254
0.5,0.0,5,-74.865346941604
0.5,0.0,6,-72.42962049984362
0.5,0.0,7,-69.00917590150195
0.5,0.0,8,-66.43553389064553
0.5,0.0,9,-64.79590810102508
0.5,0.0,10,-62.27572680565095
0.5,0.0,11,-59.99557412240779
0.5,0.0,12,-57.95114897999153
0.5,0.0,13,-55.25764057056361
0.5,0.0,14,-54.21097903059777
0.5,0.0,15,-51.96091556154798
0.5,0.0,16,-50.313273949926355
0.5,0.0,17,-48.54907646881381
0.5,0.0,18,-47.63880910930024
0.5,0.0,19,-45.48351272796154
0.5,0.0,20,-44.43715884803737
0.5,0.0,21,-43.25497361632142
0.5,0.0,22,-41.64566086805269
0.5,0.0,23,-40.700822697528565
0.5,0.0,24,-39.923682919198455
0.5,0.0,25,-38.68458093512959
0.5,0.0,26,-37.87463477158775
0.5,0.0,27,-37.40106184085553
0.5,0.0,28,-36.6451865369834
0.5,0.0,29,-36.29096835759236
0.5,0.0,30,-35.98496657458966
0.5,0.0,31,-34.19691818392783
0.5,0.0,32,-34.09984100482089
0.5,0.0,33,-31.6254278096237
0.5,0.0,34,-30.87169282436105
0.5,0.0,35,-28.866157540190756
0.5,0.0,36,-26.233816303278346
0.5,0.0,37,-25.561830682300183
0.5,0.0,38,-21.19557138164099
0.5,0.0,39,-21.063058663127137
0.5,0.0,40,-14.967428205641781
0.5,0.0,41,-7.7997972654511045
0.5,0.0,42,-7.532287636148752
0.5,0.0,43,-5.926082545629242
0.5,0.0,44,-4.69490653709471
0.5,0.0,45,-4.4300790547937225
0.5,0.0,46,-3.510072657067326
0.5,0.0,47,-2.9497890790439527
0.5,0.0,48,-2.1410794127183124
0.5,0.0,49,-1.294049455521943
0.5,0.0,50,-0.28480066985679287
0.5,0.0,51,0.7987779680408664
0.5,0.0,52,2.0466366606481756
0.5,0.0,53,3.341766046906784
0.5,0.0,54,4.7487292978966025
0.5,0.0,55,6.277791680416058
0.5,0.0,56,7.9118438978933625
0.5,0.0,57,9.621744519924434
0.5,0.0,58,11.403377696839172
0.5,0.0,59,13.273705645834994
0.5,0.0,60,15.168721781250952
0.5,0.0,61,16.943576806975358
0.5,0.0,62,16.975860812728946
0.5,0.0,63,17.047321443141954
0.5,0.0,64,18.4440559043899
0.5,0.0,65,18.7291793668264
0.5,0.0,66,18.792333735288164
0.5,0.0,67,19.46473602608029
0.5,0.0,68,19.702664684226562
0.5,0.0,69,20.06065768107956
0.5,0.0,70,20.49547944267502
0.5,0.0,71,20.774913110336684
0.5,0.0,72,21.09550588682154
0.5,0.0,73,21.306217293586556
0.5,0.0,74,21.73062276003383
0.5,0.0,75,21.804305426398592
0.5,0.0,76,22.287640569779256
0.5,0.0,77,22.893232709464485
0.5,0.0,78,22.92613286984019
0.5,0.0,79,25.331761722669356
0.5,0.0,80,31.4626228169424
0.5,0.0,81,33.07165059676783
0.5,0.0,82,35.869460170389274
0.5,0.0,83,36.37874422492302
0.5,0.0,84,37.975930358261614
0.5,0.0,85,39.85332025743398
0.5,0.0,86,40.4333768647249
0.5,0.0,87,42.14095391776025
0.5,0.0,88,42.45634739726292
0.5,0.0,89,43.80135373783717
0.5,0.0,90,44.961685201188594
0.5,0.0,91,45.63108606225372
0.5,0.0,92,46.769468233570166
0.5,0.0,93,47.31328585750771
0.5,0.0,94,48.27976885388881
0.5,0.0,95,49.27914408583102
0.5,0.0,96,50.421912408534645
0.5,0.0,97,51.19477613084546
0.5,0.0,98,51.59446942652706
0.5,0.0,99,52.40438281973286
0.5,0.0,100,53.25202614985839
0.5,0.0,101,53.81493675804084
0.5,0.0,102,54.50744139625172
0.5,0.0,103,56.779749641780526
0.5,0.0,104,59.07753408113923
0.5,0.0,105,61.537681181673456
0.5,0.0,106,64.16380607151551
0.5,0.0,107,65.5554159619978
0.5,0.0,108,67.16066515156828
0.5,0.0,109,69.07496390317792
0.5,0.0,110,70.96440162027052
0.5,0.0,111,72.40488914805283
0.5,0.0,112,74.62053595947178
0.5,0.0,113,76.96218352869559
0.5,0.0,114,79.55525683216796
0.5,0.0,115,82.64363341108296
0.5,0.0,116,86.08088065275757
0.5,0.0,117,90.88643135070183
0.5,0.0,118,95.85361548389888
0.525,0.0,1,-93.57914195332961
0.525,0.0,2,-86.46211163921916
0.525,0.0,3,-81.51793665786849
0.525,0.0,4,-77.43088250932749
0.525,0.0,5,-74.87479164044612
0.525,0.0,6,-72.42298833905113
0.525,0.0,7,-68.93359036217538
0.525,0.0,8,-66.5376768202722
0.525,0.0,9,-64.80839715876775
0.525,0.0,10,-62.17136852917349
0.525,0.0,11,-60.05319930741308
0.525,0.0,12,-57.95400561878995
0.525,0.0,13,-55.28316746658297
0.525,0.0,14,-54.145062792133814
0.525,0.0,15,-52.02981368616898
0.525,0.0,16,-50.26680196783022
0.525,0.0,17,-48.54925917744944
0.525,0.0,18,-47.65959108431514
0.525,0.0,19,-45.43100481841822
0.525,0.0,20,-44.4866215246557
0.525,0.0,21,-43.27417156267586
0.525,0.0,22,-41.583537559342034
0.525,0.0,23,-40.74051874894934
0.525,0.0,24,-39.94903681511252
0.525,0.0,25,-38.63925812805712
0.525,0.0,26,-37.8657507344617
0.525,0.0,27,-37.39731910090336
0.525,0.0,28,-36.683718721794236
0.525,0.0,29,-36.30556614248778
0.525,0.0,30,-35.96120949088373
0.525,0.0,31,-34.19336585344317
0.525,0.0,32,-34.10833826135092
0.525,0.0,33,-31.61632990783785
0.525,0.0,34,-30.872436385446974
0.525,0.0,35,-28.87079764873053
0.525,0.0,36,-26.233263725873385
0.525,0.0,37,-25.560642685869354
0.525,0.0,38,-21.19557480034753
0.525,0.0,39,-21.063473192093696
0.525,0.0,40,-14.967355668456193
0.525,0.0,41,-7.799716397947009
0.525,0.0,42,-7.532343988748295
0.525,0.0,43,-5.926306206343597
0.525,0.0,44,-4.69059663736563
0.525,0.0,45,-4.438319364764766
0.525,0.0,46,-3.488133534509359
0.525,0.0,47,-2.9822293117453285
0.525,0.0,48,-2.115714901825797
0.525,0.0,49,-1.310230837998418
0.525,0.0,50,-0.27459971109753667
0.525,0.0,51,0.7898150189378299
0.525,0.0,52,2.054439195652378
0.525,0.0,53,3.3355460435386135
0.525,0.0,54,4.753007285984353
0.525,0.0,55,6.275359409774595
0.525,0.0,56,7.912864735818374
0.525,0.0,57,9.62147225929212
0.525,0.0,58,11.403401155268881
0.525,0.0,59,13.273734976566999
0.525,0.0,60,15.168699742644648
0.525,0.0,61,16.944011701678747
0.525,0.0,62,16.977146257023726
0.525,0.0,63,17.04529312963982
0.525,0.0,64,18.447143015169146
0.525,0.0,65,18.729346629578107
0.525,0.0,66,18.788316562447005
0.525,0.0,67,19.461791035659047
0.525,0.0,68,19.709660119992108
0.525,0.0,69,20.061457447930096
0.525,0.0,70,20.47530597277982
0.525,0.0,71,20.816418691789238
0.525,0.0,72,21.053123024131466
0.525,0.0,73,21.323030459564222
0.525,0.0,74,21.755838728656382
0.525,0.0,75,21.77878832894675
0.525,0.0,76,22.28826177484342
0.525,0.0,77,22.895074962698526
0.525,0.0,78,22.924421063497647
0.525,0.0,79,25.331840383717704
0.525,0.0,80,31.462134098408157
0.525,0.0,81,33.07111445402173
0.525,0.0,82,35.87435545360553
0.525,0.0,83,36.37915829800509
0.525,0.0,84,37.96704805146283
0.525,0.0,85,39.864352837507624
0.525,0.0,86,40.423378932309525
0.525,0.0,87,42.14378526413602
0.525,0.0,88,42.462998947278436
0.525,0.0,89,43.80790591138544
0.525,0.0,90,44.92612984629934
0.525,0.0,91,45.635643751741355
0.525,0.0,92,46.87829874989804
0.525,0.0,93,47.213287717724846
0.525,0.0,94,48.25031137928991
0.525,0.0,95,49.36265804780801
0.525,0.0,96,50.362428753667
0.525,0.0,97,51.23854681506933
0.525,0.0,98,51.51362123185605
0.525,0.0,99,52.457813895791325
0.525,0.0,100,53.34824994841711
0.525,0.0,101,53.727309605308015
0.525,0.0,102,54.49080569918158
0.525,0.0,103,56.785090839494686
0.525,0.0,104,59.08629517628631
0.525,0.0,105,61.498117128092574
0.525,0.0,106,64.21132588791613
0.525,0.0,107,65.58024398375557
0.525,0.0,108,67.14082978554575
0.525,0.0,109,69.05177832949802
0.525,0.0,110,70.91511916579375
0.525,0.0,111,72.46844106390498
0.525,0.0,112,74.59245498624136
0.525,0.0,113,76.99937234497395
0.525,0.0,114,79.53257223395237
0.525,0.0,115,82.64440945488533
0.525,0.0,116,86.08206918848674
0.525,0.0,117,90.88660092592198
0.525,0.0,118,95.85385776680586
0.55,0.0,1,-93.58041256800303
0.55,0.0,2,-86.45008130008776
0.55,0.0,3,-81.54963072272955
0.55,0.0,4,-77.40084250205291
0.55,0.0,5,-74.8653469416042
0.55,0.0,6,-72.42962049984271
0.55,0.0,7,-69.00917590150186
0.55,0.0,8,-66.43553389064613
0.55,0.0,9,-64.79590810102562
0.55,0.0,10,-62.275726805651345
0.55,0.0,11,-59.995574122406765
0.55,0.0,12,-57.95114897999096
0.55,0.0,13,-55.25764057056381
0.55,0.0,14,-54.210979030597855
0.55,0.0,15,-51.96091556154795
0.55,0.0,16,-50.31327394992647
0.55,0.0,17,-48.54907646881372
0.55,0.0,18,-47.63880910930004
0.55,0.0,19,-45.48351272796188
0.55,0.0,20,-44.43715884803794
0.55,0.0,21,-43.254973616322246
0.55,0.0,22,-41.64566086805303
0.55,0.0,23,-40.700822697528906
0.55,0.0,24,-39.9236829191986
0.55,0.0,25,-38.68458093512979
0.55,0.0,26,-37.87463477158698
0.55,0.0,27,-37.40106184085579
0.55,0.0,28,-36.64518653698377
0.55,0.0,29,-36.29096835759313
0.55,0.0,30,-35.98496657458989
0.55,0.0,31,-34.19691818392768
0.55,0.0,32,-34.09984100482128
0.55,0.0,33,-31.625427809623403
0.55,0.0,34,-30.871692824360395
0.55,0.0,35,-28.866157540190827
0.55,0.0,36,-26.2338163032788
0.55,0.0,37,-25.56183068230027
0.55,0.0,38,-21.195571381640974
0.55,0.0,39,-21.063058663126768
0.55,0.0,40,-14.967428205641696
0.55,0.0,41,-7.799797265451204
0.55,0.0,42,-7.532287636148624
0.55,0.0,43,-5.926082545629299
0.55,0.0,44,-4.694906537094795
0.55,0.0,45,-4.430079054793751
0.55,0.0,46,-3.510072657067326
0.55,0.0,47,-2.949789079043967
0.55,0.0,48,-2.1410794127183124
0.55,0.0,49,-1.294049455521943
0.55,0.0,50,-0.2848006698568213
0.55,0.0,51,0.7987779680408948
0.55,0.0,52,2.046636660648204
0.55,0.0,53,3.34176604690677
0.55,0.0,54,4.74872929789656
0.55,0.0,55,6.277791680416016
0.55,0.0,56,7.9118438978933625
0.55,0.0,57,9.621744519924505
0.55,0.0,58,11.40337769683913
0.55,0.0,59,13.273705645835065
0.55,0.0,60,15.168721781250937
0.55,0.0,61,16.94357680697526
0.55,0.0,62,16.97586081272899
0.55,0.0,63,17.047321443141946
0.55,0.0,64,18.444055904389984
0.55,0.0,65,18.729179366826347
0.55,0.0,66,18.79233373528815
0.55,0.0,67,19.46473602608009
0.55,0.0,68,19.702664684226775
0.55,0.0,69,20.060657681079803
0.55,0.0,70,20.495479442675176
0.55,0.0,71,20.774913110336826
0.55,0.0,72,21.095505886821613
0.55,0.0,73,21.30621729358667
0.55,0.0,74,21.730622760034148
0.55,0.0,75,21.804305426398606
0.55,0.0,76,22.287640569779327
0.55,0.0,77,22.89323270946465
0.55,0.0,78,22.92613286984001
0.55,0.0,79,25.331761722669114
0.55,0.0,80,31.462622816941987
0.55,0.0,81,33.07165059676766
0.55,0.0,82,35.869460170389004
0.55,0.0,83,36.37874422492297
0.55,0.0,84,37.975930358261465
0.55,0.0,85,39.85332025743347
0.55,0.0,86,40.43337686472496
0.55,0.0,87,42.14095391775949
0.55,0.0,88,42.45634739726294
0.55,0.0,89,43.80135373783674
0.55,0.0,90,44.96168520118849
0.55,0.0,91,45.631086062253836
0.55,0.0,92,46.76946823357004
0.55,0.0,93,47.31328585750813
0.55,0.0,94,48.279768853888775
0.55,0.0,95,49.27914408583116
0.55,0.0,96,50.42191240853373
0.55,0.0,97,51.19477613084552
0.55,0.0,98,51.594469426527134
0.55,0.0,99,52.40438281973375
0.55,0.0,100,53.252026149857365
0.55,0.0,101,53.81493675803988
0.55,0.0,102,54.50744139625071
0.55,0.0,103,56.77974964178272
0.55,0.0,104,59.0775340811392
0.55,0.0,105,61.53768118167293
0.55,0.0,106,64.16380607151677
0.55,0.0,107,65.55541596199748
0.55,0.0,108,67.16066515156851
0.55,0.0,109,69.0749639031763
0.55,0.0,110,70.96440162027129
0.55,0.0,111,72.404889148052
0.55,0.0,112,74.62053595947103
0.55,0.0,113,76.96218352869644
0.55,0.0,114,79.55525683216617
0.55,0.0,115,82.6436334110834
0.55,0.0,116,86.08088065275751
0.55,0.0,117,90.88643135070133
0.55,0.0,118,95.85361548389848
0.575,0.0,1,-93.57914195332916
0.575,0.0,2,-86.4621116392189
0.575,0.0,3,-81.51793665786872
0.575,0.0,4,-77.43088250932726
0.575,0.0,5,-74.87479164044578
0.575,0.0,6,-72.42298833905136
0.575,0.0,7,-68.93359036217495
0.575,0.0,8,-66.53767682027163
0.575,0.0,9,-64.80839715876851
0.575,0.0,10,-62.17136852917346
0.575,0.0,11,-60.05319930741331
0.575,0.0,12,-57.95400561878992
0.575,0.0,13,-55.28316746658234
0.575,0.0,14,-54.14506279213384
0.575,0.0,15,-52.02981368616909
0.575,0.0,16,-50.26680196782979
0.575,0.0,17,-48.5492591774493
0.575,0.0,18,-47.659591084315
0.575,0.0,19,-45.43100481841782
0.575,0.0,20,-44.48662152465627
0.575,0.0,21,-43.274171562675576
0.575,0.0,22,-41.58353755934209
0.575,0.0,23,-40.74051874894943
0.575,0.0,24,-39.94903681511252
0.575,0.0,25,-38.63925812805698
0.575,0.0,26,-37.8657507344619
0.575,0.0,27,-37.39731910090333
0.575,0.0,28,-36.68371872179401
0.575,0.0,29,-36.30556614248766
0.575,0.0,30,-35.96120949088342
0.575,0.0,31,-34.19336585344317
0.575,0.0,32,-34.10833826135075
0.575,0.0,33,-31.616329907837553
0.575,0.0,34,-30.872436385446676
0.575,0.0,35,-28.870797648730743
0.575,0.0,36,-26.233263725873286
0.575,0.0,37,-25.560642685869382
0.575,0.0,38,-21.19557480034736
0.575,0.0,39,-21.063473192093838
0.575,0.0,40,-14.96735566845581
0.575,0.0,41,-7.799716397947037
0.575,0.0,42,-7.532343988748238
0.575,0.0,43,-5.9263062063435825
0.575,0.0,44,-4.690596637365616
0.575,0.0,45,-4.438319364764766
0.575,0.0,46,-3.4881335345093305
0.575,0.0,47,-2.9822293117453142
0.575,0.0,48,-2.115714901825797
0.575,0.0,49,-1.310230837998418
0.575,0.0,50,-0.27459971109753667
0.575,0.0,51,0.7898150189378725
0.575,0.0,52,2.05443919565235
0.575,0.0,53,3.3355460435386277
0.575,0.0,54,4.753007285984367
0.575,0.0,55,6.275359409774538
0.575,0.0,56,7.912864735818388
0.575,0.0,57,9.621472259292077
0.575,0.0,58,11.403401155268853
0.575,0.0,59,13.273734976566999
0.575,0.0,60,15.168699742644677
0.575,0.0,61,16.9440117016788
0.575,0.0,62,16.97714625702392
0.575,0.0,63,17.045293129639848
0.575,0.0,64,18.447143015169175
0.575,0.0,65,18.72934662957819
0.575,0.0,66,18.78831656244701
0.575,0.0,67,19.461791035658976
0.575,0.0,68,19.709660119992108
0.575,0.0,69,20.061457447930252
0.575,0.0,70,20.475305972779964
0.575,0.0,71,20.816418691789096
0.575,0.0,72,21.053123024131693
0.575,0.0,73,21.32303045956435
0.575,0.0,74,21.75583872865619
0.575,0.0,75,21.77878832894669
0.575,0.0,76,22.288261774843363
0.575,0.0,77,22.89507496269856
0.575,0.0,78,22.92442106349764
0.575,0.0,79,25.33184038371796
0.575,0.0,80,31.462134098408157
0.575,0.0,81,33.071114454021796
0.575,0.0,82,35.87435545360536
0.575,0.0,83,36.3791582980053
0.575,0.0,84,37.96704805146277
0.575,0.0,85,39.86435283750774
0.575,0.0,86,40.42337893230955
0.575,0.0,87,42.143785264136014
0.575,0.0,88,42.46299894727835
0.575,0.0,89,43.80790591138519
0.575,0.0,90,44.92612984629981
0.575,0.0,91,45.635643751742194
0.575,0.0,92,46.87829874989841
0.575,0.0,93,47.213287717724704
0.575,0.0,94,48.25031137929006
0.575,0.0,95,49.36265804780829
0.575,0.0,96,50.362428753667146
0.575,0.0,97,51.2385468150689
0.575,0.0,98,51.513621231856284
0.575,0.0,99,52.45781389579152
0.575,0.0,100,53.34824994841683
0.575,0.0,101,53.72730960530759
0.575,0.0,102,54.490805699181834
0.575,0.0,103,56.78509083949531
0.575,0.0,104,59.086295176286335
0.575,0.0,105,61.49811712809256
0.575,0.0,106,64.21132588791622
0.575,0.0,107,65.58024398375633
0.575,0.0,108,67.14082978554598
0.575,0.0,109,69.05177832949781
0.575,0.0,110,70.91511916579378
0.575,0.0,111,72.4684410639052
0.575,0.0,112,74.59245498624107
0.575,0.0,113,76.99937234497429
0.575,0.0,114,79.53257223395295
0.575,0.0,115,82.64440945488572
0.575,0.0,116,86.08206918848717
0.575,0.0,117,90.8866009259215
0.575,0.0,118,95.85385776680577
0.6,0.0,1,-93.58041256800186
0.6,0.0,2,-86.45008130008725
0.6,0.0,3,-81.54963072272926
0.6,0.0,4,-77.40084250205254
0.6,0.0,5,-74.865346941604
0.6,0.0,6,-72.42962049984308
0.6,0.0,7,-69.00917590150218
0.6,0.0,8,-66.43553389064598
0.6,0.0,9,-64.79590810102519
0.6,0.0,10,-62.275726805651516
0.6,0.0,11,-59.99557412240688
0.6,0.0,12,-57.95114897999184
0.6,0.0,13,-55.25764057056276
0.6,0.0,14,-54.21097903059797
0.6,0.0,15,-51.960915561548035
0.6,0.0,16,-50.31327394992621
0.6,0.0,17,-48.54907646881395
0.6,0.0,18,-47.63880910929967
0.6,0.0,19,-45.48351272796174
0.6,0.0,20,-44.43715884803768
0.6,0.0,21,-43.25497361632151
0.6,0.0,22,-41.64566086805283
0.6,0.0,23,-40.700822697528224
0.6,0.0,24,-39.92368291919854
0.6,0.0,25,-38.684580935129276
0.6,0.0,26,-37.874634771587665
0.6,0.0,27,-37.401061840855505
0.6,0.0,28,-36.64518653698377
0.6,0.0,29,-36.29096835759279
0.6,0.0,30,-35.98496657458972
0.6,0.0,31,-34.19691818392764
0.6,0.0,32,-34.0998410048215
0.6,0.0,33,-31.625427809623716
0.6,0.0,34,-30.871692824360807
0.6,0.0,35,-28.866157540190912
0.6,0.0,36,-26.233816303279326
0.6,0.0,37,-25.561830682300467
0.6,0.0,38,-21.195571381641173
0.6,0.0,39,-21.063058663127194
0.6,0.0,40,-14.967428205642122
0.6,0.0,41,-7.7997972654510335
0.6,0.0,42,-7.532287636148695
0.6,0.0,43,-5.926082545629228
0.6,0.0,44,-4.694906537094738
0.6,0.0,45,-4.430079054793822
0.6,0.0,46,-3.510072657067326
0.6,0.0,47,-2.9497890790439385
0.6,0.0,48,-2.1410794127182697
0.6,0.0,49,-1.2940494555220141
0.6,0.0,50,-0.2848006698568355
0.6,0.0,51,0.7987779680408806
0.6,0.0,52,2.04663666064819
0.6,0.0,53,3.34176604690677
0.6,0.0,54,4.748729297896531
0.6,0.0,55,6.277791680415973
0.6,0.0,56,7.911843897893306
0.6,0.0,57,9.621744519924448
0.6,0.0,58,11.403377696838987
0.6,0.0,59,13.273705645834937
0.6,0.0,60,15.16872178125098
0.6,0.0,61,16.94357680697522
0.6,0.0,62,16.97586081272879
0.6,0.0,63,17.047321443141907
0.6,0.0,64,18.444055904389884
0.6,0.0,65,18.72917936682629
0.6,0.0,66,18.792333735288047
0.6,0.0,67,19.464736026080217
0.6,0.0,68,19.702664684226548
0.6,0.0,69,20.060657681079647
0.6,0.0,70,20.495479442674878
0.6,0.0,71,20.7749131103364
0.6,0.0,72,21.09550588682154
0.6,0.0,73,21.3062172935866
0.6,0.0,74,21.73062276003379
0.6,0.0,75,21.804305426398848
0.6,0.0,76,22.28764056977913
0.6,0.0,77,22.89323270946455
0.6,0.0,78,22.926132869839506
0.6,0.0,79,25.331761722669384
0.6,0.0,80,31.462622816942627
0.6,0.0,81,33.07165059676797
0.6,0.0,82,35.86946017038923
0.6,0.0,83,36.378744224923246
0.6,0.0,84,37.97593035826162
0.6,0.0,85,39.853320257433936
0.6,0.0,86,40.43337686472609
0.6,0.0,87,42.140953917760555
0.6,0.0,88,42.456347397263784
0.6,0.0,89,43.801353737837005
0.6,0.0,90,44.96168520118849
0.6,0.0,91,45.631086062254035
0.6,0.0,92,46.76946823356964
0.6,0.0,93,47.31328585750811
0.6,0.0,94,48.27976885388906
0.6,0.0,95,49.27914408583132
0.6,0.0,96,50.42191240853382
0.6,0.0,97,51.194776130845824
0.6,0.0,98,51.59446942652691
0.6,0.0,99,52.40438281973381
0.6,0.0,100,53.25202614985751
0.6,0.0,101,53.814936758039785
0.6,0.0,102,54.50744139625133
0.6,0.0,103,56.779749641781756
0.6,0.0,104,59.07753408113927
0.6,0.0,105,61.537681181672816
0.6,0.0,106,64.1638060715162
0.6,0.0,107,65.5554159619976
0.6,0.0,108,67.16066515156793
0.6,0.0,109,69.07496390317795
0.6,0.0,110,70.96440162027089
0.6,0.0,111,72.40488914805198
0.6,0.0,112,74.6205359594709
0.6,0.0,113,76.9621835286954
0.6,0.0,114,79.55525683216551
0.6,0.0,115,82.6436334110834
0.6,0.0,116,86.08088065275783
0.6,0.0,117,90.88643135070186
0.6,0.0,118,95.8536154838989
0.625,0.0,1,-93.57914195332899
0.625,0.0,2,-86.46211163921859
0.625,0.0,3,-81.51793665786835
0.625,0.0,4,-77.43088250932695
0.625,0.0,5,-74.87479164044521
0.625,0.0,6,-72.4229883390507
0.625,0.0,7,-68.9335903621747
0.625,0.0,8,-66.53767682027186
0.625,0.0,9,-64.80839715876817
0.625,0.0,10,-62.17136852917329
0.625,0.0,11,-60.05319930741297
0.625,0.0,12,-57.95400561879018
0.625,0.0,13,-55.28316746658206
0.625,0.0,14,-54.14506279213373
0.625,0.0,15,-52.02981368616915
0.625,0.0,16,-50.26680196782999
0.625,0.0,17,-48.5492591774497
0.625,0.0,18,-47.65959108431517
0.625,0.0,19,-45.431004818418046
0.625,0.0,20,-44.4866215246561
0.625,0.0,21,-43.27417156267552
0.625,0.0,22,-41.583537559341835
0.625,0.0,23,-40.74051874894923
0.625,0.0,24,-39.94903681511232
0.625,0.0,25,-38.639258128057065
0.625,0.0,26,-37.86575073446173
0.625,0.0,27,-37.39731910090316
0.625,0.0,28,-36.683718721794065
0.625,0.0,29,-36.30556614248741
0.625,0.0,30,-35.96120949088322
0.625,0.0,31,-34.193365853443375
0.625,0.0,32,-34.10833826135092
0.625,0.0,33,-31.616329907837724
0.625,0.0,34,-30.87243638544699
0.625,0.0,35,-28.870797648730502
0.625,0.0,36,-26.233263725873655
0.625,0.0,37,-25.560642685869524
0.625,0.0,38,-21.195574800347757
0.625,0.0,39,-21.063473192093824
0.625,0.0,40,-14.967355668456477
0.625,0.0,41,-7.799716397947051
0.625,0.0,42,-7.532343988748252
0.625,0.0,43,-5.926306206343625
0.625,0.0,44,-4.690596637365587
0.625,0.0,45,-4.43831936476478
0.625,0.0,46,-3.488133534509373
0.625,0.0,47,-2.9822293117453
0.625,0.0,48,-2.1157149018258252
0.625,0.0,49,-1.3102308379983896
0.625,0.0,50,-0.2745997110975651
0.625,0.0,51,0.7898150189379294
0.625,0.0,52,2.054439195652378
0.625,0.0,53,3.335546043538585
0.625,0.0,54,4.753007285984353
0.625,0.0,55,6.275359409774595
0.625,0.0,56,7.9128647358184026
0.625,0.0,57,9.621472259292005
0.625,0.0,58,11.403401155268938
0.625,0.0,59,13.273734976566956
0.625,0.0,60,15.16869974264469
0.625,0.0,61,16.944011701678853
0.625,0.0,62,16.977146257023886
0.625,0.0,63,17.045293129639887
0.625,0.0,64,18.447143015169218
0.625,0.0,65,18.729346629578234
0.625,0.0,66,18.788316562447008
0.625,0.0,67,19.461791035658962
0.625,0.0,68,19.709660119992094
0.625,0.0,69,20.061457447930323
0.625,0.0,70,20.47530597277992
0.625,0.0,71,20.816418691789096
0.625,0.0,72,21.053123024131537
0.625,0.0,73,21.323030459564336
0.625,0.0,74,21.755838728656194
0.625,0.0,75,21.77878832894673
0.625,0.0,76,22.288261774843406
0.625,0.0,77,22.89507496269844
0.625,0.0,78,22.924421063497725
0.625,0.0,79,25.331840383717804
0.625,0.0,80,31.462134098408285
0.625,0.0,81,33.071114454021775
0.625,0.0,82,35.87435545360531
0.625,0.0,83,36.37915829800523
0.625,0.0,84,37.967048051463216
0.625,0.0,85,39.8643528375075
0.625,0.0,86,40.423378932310044
0.625,0.0,87,42.143785264136255
0.625,0.0,88,42.462998947278095
0.625,0.0,89,43.80790591138512
0.625,0.0,90,44.926129846299574
0.625,0.0,91,45.63564375174268
0.625,0.0,92,46.878298749898335
