path_index,k1_wang,k2_wang,k_distance
180.0,0.21780303030303028,0.3333333333333333,0.054935966505591294
181.0,0.2121212121212121,0.3333333333333333,0.05524012938200344
182.0,0.20643939393939392,0.3333333333333333,0.05554429225841559
183.0,0.20075757575757575,0.3333333333333333,0.05584845513482774
184.0,0.19507575757575754,0.3333333333333333,0.056152618011239885
185.0,0.18939393939393936,0.3333333333333333,0.05645678088765203
186.0,0.1837121212121212,0.3333333333333333,0.05676094376406418
187.0,0.178030303030303,0.3333333333333333,0.05706510664047633
188.0,0.17234848484848483,0.3333333333333333,0.05736926951688848
189.0,0.16666666666666666,0.3333333333333333,0.057673432393300625
190.0,0.1633986928104575,0.326797385620915,0.057976443170448
191.0,0.16013071895424835,0.3202614379084967,0.058279453947595365
192.0,0.1568627450980392,0.3137254901960784,0.05858246472474273
193.0,0.15359477124183007,0.30718954248366015,0.0588854755018901
194.0,0.1503267973856209,0.3006535947712418,0.05918848627903747
195.0,0.14705882352941174,0.2941176470588235,0.059491497056184846
196.0,0.1437908496732026,0.2875816993464052,0.05979450783333221
197.0,0.14052287581699346,0.28104575163398693,0.06009751861047958
198.0,0.1372549019607843,0.2745098039215686,0.06040052938762695
199.0,0.13398692810457516,0.2679738562091503,0.06070354016477432
200.0,0.130718954248366,0.261437908496732,0.06100655094192169
201.0,0.12745098039215685,0.2549019607843137,0.06130956171906906
202.0,0.12418300653594772,0.24836601307189543,0.061612572496216426
203.0,0.12091503267973855,0.2418300653594771,0.0619155832733638
204.0,0.1176470588235294,0.2352941176470588,0.062218594050511174
205.0,0.11437908496732026,0.22875816993464052,0.06252160482765855
206.0,0.11111111111111112,0.22222222222222224,0.06282461560480591
207.0,0.10784313725490194,0.21568627450980388,0.06312762638195328
208.0,0.1045751633986928,0.2091503267973856,0.06343063715910065
209.0,0.10130718954248366,0.20261437908496732,0.06373364793624801
210.0,0.09803921568627451,0.19607843137254902,0.06403665871339538
211.0,0.09477124183006536,0.1895424836601307,0.06433966949054275
212.0,0.09150326797385622,0.18300653594771243,0.06464268026769011
213.0,0.08823529411764705,0.1764705882352941,0.06494569104483748
214.0,0.0849673202614379,0.1699346405228758,0.06524870182198485
215.0,0.08169934640522876,0.16339869281045752,0.06555171259913221
216.0,0.0784313725490196,0.1568627450980392,0.06585472337627958
217.0,0.07516339869281044,0.15032679738562088,0.06615773415342695
218.0,0.0718954248366013,0.1437908496732026,0.06646074493057431
219.0,0.06862745098039215,0.1372549019607843,0.06676375570772168
220.0,0.06535947712418301,0.13071895424836602,0.06706676648486905
221.0,0.06209150326797386,0.12418300653594772,0.06736977726201641
222.0,0.0588235294117647,0.1176470588235294,0.06767278803916378
223.0,0.05555555555555556,0.11111111111111112,0.06797579881631115
224.0,0.0522875816993464,0.1045751633986928,0.06827880959345851
225.0,0.04901960784313725,0.0980392156862745,0.06858182037060588
226.0,0.04575163398692811,0.09150326797385622,0.06888483114775325
227.0,0.04248366013071895,0.0849673202614379,0.06918784192490061
228.0,0.03921568627450981,0.07843137254901962,0.06949085270204798
229.0,0.03594771241830065,0.0718954248366013,0.06979386347919535
230.0,0.0326797385620915,0.065359477124183,0.07009687425634271
231.0,0.02941176470588236,0.05882352941176472,0.07039988503349008
232.0,0.0261437908496732,0.0522875816993464,0.07070289581063745
233.0,0.022875816993464044,0.04575163398692809,0.07100590658778481
234.0,0.019607843137254905,0.03921568627450981,0.07130891736493218
235.0,0.01633986928104575,0.0326797385620915,0.07161192814207955
236.0,0.01307189542483661,0.02614379084967322,0.07191493891922691
237.0,0.009803921568627453,0.019607843137254905,0.07221794969637428
238.0,0.006535947712418296,0.013071895424836591,0.07252096047352165
239.0,0.003267973856209157,0.006535947712418314,0.07282397125066901
240.0,0.0,0.0,0.07312698202781638
