k1,k2,berry_curvature,ideal_g_xx,ideal_g_yy,ideal_g_xy,residual_g_xx,residual_g_yy,residual_g_xy,residual_trace,intrinsic_g_xx,intrinsic_g_yy,intrinsic_g_xy,intrinsic_trace,trace_excess
0.9,0.0,50753.47800644577,25376.739003222883,25376.739003222883,0.0,0.6740660279953951,1.201480440637278,0.8366260261185925,1.875546468632673,25377.413069250877,25377.940483663522,0.8366260261185925,50755.3535529144,1.875546468632673
0.925,0.0,50790.89692418687,25395.448462093435,25395.448462093435,0.0,0.13087729175692844,0.8637749523143199,-0.10518718907839222,0.9946522440712483,25395.579339385193,25396.31223704575,-0.10518718907839222,50791.89157643094,0.9946522440712483
0.95,0.0,50753.47800643592,25376.73900321796,25376.73900321796,0.0,0.6740660281813525,1.2014804399967578,0.8366260261901675,1.8755464681781104,25377.413069246144,25377.940483657956,0.8366260261901675,50755.353552904104,1.8755464681781104
0.975,0.0,50790.89692418013,25395.448462090066,25395.448462090066,0.0,0.13087729144699928,0.8637749512605607,-0.1051871895078427,0.9946522427075599,25395.57933938151,25396.312237041326,-0.1051871895078427,50791.89157642284,0.9946522427075599
0.0,0.025,50487.63709052514,25243.81854526257,25243.81854526257,0.0,0.01593991716678564,2.9037515533288483,0.3969344555778058,2.919691470495634,25243.834485179737,25246.722296815897,0.3969344555778058,50490.556781995634,2.919691470495634
0.025,0.025,50503.63646884251,25251.818234421255,25251.818234421255,0.0,1.2923626138807676,0.16101413303792683,0.5095125148009371,1.4533767469186945,25253.110597035135,25251.979248554293,0.5095125148009371,50505.08984558943,1.4533767469186945
0.05,0.025,50487.63709052284,25243.81854526142,25243.81854526142,0.0,0.015939917476714822,2.9037515532668627,0.3969344555420183,2.9196914707435777,25243.834485178897,25246.722296814685,0.3969344555420183,50490.55678199358,2.9196914707435777
0.075,0.025,50503.63646882207,25251.818234411036,25251.818234411036,0.0,1.2923626138807676,0.16101413390572855,0.5095125153377502,1.453376747786496,25253.110597024915,25251.97924854494,0.5095125153377502,50505.089845569855,1.453376747786496
0.1,0.025,50487.637090510725,25243.818545255363,25243.818545255363,0.0,0.015939917538700655,2.9037515529156095,0.3969344558283186,2.91969147045431,25243.8344851729,25246.72229680828,0.3969344558283186,50490.55678198118,2.91969147045431
0.125,0.025,50503.63646883435,25251.818234417176,25251.818234417176,0.0,1.2923626136948099,0.16101413363712322,0.5095125149082996,1.453376747331933,25253.11059703087,25251.979248550815,0.5095125149082996,50505.089845581686,1.453376747331933
0.15,0.025,50487.63709052687,25243.818545263435,25243.818545263435,0.0,0.015939917476714822,2.9037515545065795,0.3969344561146189,2.9196914719832945,25243.834485180912,25246.72229681794,0.3969344561146189,50490.55678199886,2.9196914719832945
0.175,0.025,50503.63646882529,25251.818234412644,25251.818234412644,0.0,1.2923626137567958,0.16101413353381347,0.5095125149798749,1.4533767472906094,25253.1105970264,25251.979248546177,0.5095125149798749,50505.08984557258,1.4533767472906094
0.2,0.025,50487.63709052174,25243.81854526087,25243.81854526087,0.0,0.015939917662672328,2.9037515535767917,0.3969344560072563,2.919691471239464,25243.834485178533,25246.72229681445,0.3969344560072563,50490.55678199298,2.919691471239464
0.225,0.025,50503.63646883397,25251.818234416984,25251.818234416984,0.0,1.2923626136328241,0.16101413448426302,0.5095125151946001,1.4533767481170872,25253.110597030616,25251.979248551466,0.5095125151946001,50505.089845582086,1.4533767481170872
0.25,0.025,50487.637090515396,25243.818545257698,25243.818545257698,0.0,0.015939917042813966,2.9037515533288483,0.3969344554704432,2.9196914703716623,25243.834485174742,25246.722296811025,0.3969344554704432,50490.55678198577,2.9196914703716623
0.275,0.025,50503.63646884498,25251.81823442249,25251.81823442249,0.0,1.2923626136328241,0.16101413303792678,0.509512514729362,1.453376746670751,25253.110597036124,25251.97924855553,0.509512514729362,50505.089845591654,1.453376746670751
